ID,Year_Birth,Age,Generasi,Education,Marital_Status,Income,Economic_Stat,Kidhome,Teenhome,Dependent,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,mnttotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,totalpurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,totalacceptedcmp,Recency_Category
1461,1965,49,Gen X,PhD,Divorced,36921.0,Low,1,1,2,2013-07-28,74,0,17.0,1,12,3,1,4,38.0,2,2,0,3,7,7,0,0,0,0,0,0,0,High Recency
821,1992,22,Gen Z,Master,Single,92859.0,Highest,0,0,0,2012-10-19,46,0,822.1000000000001,61,499,52,61,20,1515.1000000000001,1,5,4,11,2,21,0,0,0,0,0,0,0,High Recency
11084,1976,38,Milennial,Master,Married,65104.0,High,0,1,1,2013-11-14,4,0,738.0,0,232,13,20,50,1053.0,2,3,5,7,7,17,0,0,0,0,0,1,1,Low Recency
8690,1962,52,Gen X,Bachelor,Married,86111.0,Highest,0,0,0,2013-04-19,73,0,399.0,28,499,36,40,122,1124.0,1,5,7,10,2,23,0,0,0,0,0,0,0,High Recency
2937,1974,40,Gen X,PhD,Single,68352.0,Highest,0,1,1,2013-08-28,47,0,614.0,16,132,43,33,33,871.0,3,8,5,9,6,25,0,0,0,0,0,0,0,High Recency
9701,1988,26,Milennial,Bachelor,Married,41883.0,Low,1,0,1,2013-03-19,13,0,32.0,34,41,73,16,116,312.0,3,4,2,3,7,12,0,0,0,0,0,0,0,Low Recency
9949,1976,38,Milennial,Bachelor,Married,59809.0,High,0,2,2,2012-10-18,36,0,598.0,16,141,32,41,49,877.0,3,3,3,6,8,15,0,0,0,0,0,0,0,High Recency
10837,1975,39,Gen X,Bachelor,Married,23957.0,Lowest,1,0,1,2012-10-28,47,0,6.0,1,18,20,11,16,72.0,1,2,0,3,6,6,0,0,0,0,0,1,1,High Recency
3120,1981,33,Milennial,Bachelor,Married,38547.0,Low,1,0,1,2013-08-28,49,1,6.0,1,10,0,1,4,22.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
5885,1973,41,Gen X,Master,Married,35688.0,Low,2,1,3,2012-08-22,94,0,73.0,3,90,12,1,32,211.0,5,4,1,4,8,14,0,0,0,0,0,0,0,High Recency
4050,1966,48,Gen X,Master,Married,49605.0,Low,0,0,0,2014-06-21,65,0,42.0,16,29,12,20,8,127.0,1,2,1,4,3,8,0,0,0,0,0,0,0,High Recency
3830,1953,61,Boomers,Master,Married,59354.0,High,0,2,2,2014-04-24,59,0,295.0,21,78,39,13,13,459.0,1,4,4,7,3,16,0,0,0,0,0,0,0,High Recency
7987,1969,45,Gen X,Bachelor,Married,65747.0,High,0,1,1,2014-03-07,96,0,346.0,17,48,23,13,13,460.0,4,8,1,6,6,19,0,0,0,1,0,0,1,High Recency
7798,1972,42,Gen X,Master,Married,46344.0,Low,0,1,1,2012-12-14,28,0,233.0,20,57,8,20,91,429.0,4,7,1,5,7,17,0,0,0,0,0,0,0,Low Recency
92,1988,26,Milennial,Bachelor,Single,34176.0,Lowest,1,0,1,2014-05-12,12,0,6.0,7,24,19,14,20,90.0,4,3,0,4,6,11,0,0,0,0,0,0,0,Low Recency
7055,1952,62,Boomers,PhD,Married,61010.0,High,0,1,1,2012-10-09,57,0,822.1000000000001,0,57,0,0,76,955.1000000000001,2,8,5,11,5,26,0,0,0,0,0,0,0,High Recency
10240,1949,65,Boomers,Bachelor,Married,69372.0,Highest,0,0,0,2013-02-19,10,0,822.1000000000001,26,269,34,13,42,1206.1000000000001,1,8,4,6,4,19,0,0,0,1,1,1,3,Low Recency
3025,1958,56,Boomers,Bachelor,Single,49967.0,Low,0,1,1,2013-07-08,4,0,212.0,6,69,4,12,3,306.0,3,6,1,5,7,15,0,0,0,0,0,0,0,Low Recency
9283,1978,36,Milennial,Bachelor,Single,60199.0,High,1,2,3,2013-09-12,49,0,8.0,1,7,2,0,3,21.0,1,1,0,3,4,5,0,0,0,0,0,0,0,High Recency
9970,1977,37,Milennial,Bachelor,Married,55375.0,High,0,1,1,2013-10-17,3,0,42.0,11,57,10,28,14,162.0,1,1,1,6,2,9,0,0,0,0,0,0,0,Low Recency
2730,1955,59,Boomers,Bachelor,Single,80317.0,Highest,0,0,0,2013-08-20,64,0,536.0,11,387,120,89,57,1200.0,1,3,4,10,2,18,0,0,0,0,0,0,0,High Recency
2795,1958,56,Boomers,Master,Single,30523.0,Lowest,2,1,3,2013-07-01,0,0,6.0,0,7,0,0,5,18.0,1,1,0,2,7,4,0,0,0,0,0,0,0,Low Recency
9260,1945,69,Boomers,PhD,Married,70356.0,Highest,0,0,0,2012-11-05,20,0,822.1000000000001,16,249,43,16,33,1179.1000000000001,2,8,6,9,6,25,0,0,0,0,0,0,0,Low Recency
8182,1984,30,Milennial,Bachelor,Married,23228.0,Lowest,1,0,1,2014-01-05,91,0,53.0,3,49,7,4,5,121.0,4,3,0,4,8,11,0,0,0,0,0,0,0,High Recency
10095,1975,39,Gen X,PhD,Divorced,74165.0,Highest,0,0,0,2013-05-01,9,0,822.1000000000001,12,240,16,12,12,1114.1000000000001,1,5,4,10,2,20,0,0,0,0,0,0,0,Low Recency
8475,1973,41,Gen X,PhD,Married,57081.5,High,0,1,1,2014-03-01,98,0,20.0,2,499,1,2,3,527.0,5,1,7,2,2,15,0,0,0,0,0,0,0,High Recency
4370,1966,48,Gen X,Bachelor,Married,43482.0,Low,2,1,3,2013-11-13,83,0,18.0,1,32,6,3,28,88.0,3,2,0,4,6,9,0,0,0,0,0,0,0,High Recency
10573,1953,61,Boomers,Bachelor,Divorced,62551.0,High,0,0,0,2013-11-18,27,0,125.0,16,98,120,21,27,407.0,1,6,7,4,3,18,0,0,1,0,0,0,1,Low Recency
3712,1959,55,Boomers,Bachelor,Divorced,52332.0,High,0,0,0,2013-08-28,63,0,212.0,5,33,7,0,3,260.0,1,3,2,6,4,12,0,0,0,1,0,0,1,High Recency
6637,1988,26,Milennial,Bachelor,Single,66951.0,High,0,0,0,2013-11-02,46,0,277.0,83,305,120,76,122,983.0,1,3,4,7,2,15,0,0,0,0,0,0,0,High Recency
3152,1957,57,Boomers,Bachelor,Married,26091.0,Lowest,1,1,2,2014-02-25,84,0,15.0,10,19,8,17,20,89.0,3,2,1,3,5,9,0,0,0,0,0,0,0,High Recency
5610,1965,49,Gen X,Bachelor,Married,33456.0,Lowest,1,1,2,2014-04-21,58,0,7.0,3,10,8,1,7,36.0,2,1,0,3,7,6,0,0,0,0,0,0,0,High Recency
6460,1982,32,Milennial,Bachelor,Married,28718.0,Lowest,1,0,1,2013-07-13,78,0,12.0,4,7,11,8,16,58.0,2,2,0,3,8,7,0,0,0,0,0,0,0,High Recency
1349,1970,44,Gen X,Bachelor,Married,50447.0,Low,2,0,2,2014-04-21,4,0,85.0,7,24,2,3,27,148.0,1,3,1,3,6,8,0,0,0,0,0,0,0,Low Recency
1880,1959,55,Boomers,PhD,Married,53537.0,High,1,1,2,2014-01-30,17,0,81.0,0,7,0,0,6,94.0,2,2,1,3,5,8,0,0,0,0,0,0,0,Low Recency
641,1967,47,Gen X,Bachelor,Single,52074.0,High,0,1,1,2014-04-04,77,0,59.0,0,12,0,0,48,119.0,1,2,2,2,4,7,0,0,1,0,0,0,1,High Recency
8717,1975,39,Gen X,PhD,Married,80427.0,Highest,0,1,1,2012-09-12,56,0,822.1000000000001,71,449,69,71,26,1508.1000000000001,1,8,7,8,5,24,0,0,0,0,0,0,0,High Recency
10314,1948,66,Boomers,PhD,Married,83837.0,Highest,0,0,0,2012-12-16,79,0,822.1000000000001,66,119,86,89,111,1293.1000000000001,1,8,7,5,4,21,1,0,0,1,0,1,3,High Recency
10854,1970,44,Gen X,PhD,Married,38853.0,Low,1,1,2,2014-05-23,90,0,29.0,0,14,0,0,3,46.0,2,2,0,3,7,7,0,0,0,0,0,0,0,High Recency
10492,1959,55,Boomers,Bachelor,Married,38285.0,Low,2,1,3,2014-06-24,96,0,6.0,0,7,2,0,3,18.0,1,1,0,3,2,5,0,0,0,0,0,0,0,High Recency
6935,1951,63,Boomers,Master,Married,78497.0,Highest,0,0,0,2013-12-01,44,0,207.0,26,447,75,0,122,877.0,1,5,7,11,2,24,1,0,0,0,0,0,1,High Recency
7698,1976,38,Milennial,PhD,Married,51650.0,High,0,1,1,2014-05-11,81,0,152.0,3,22,2,5,7,191.0,1,4,1,4,5,10,0,0,0,0,0,0,0,High Recency
3559,1988,26,Milennial,Master,Married,16248.0,Lowest,1,0,1,2014-05-10,77,0,12.0,11,10,3,12,9,57.0,3,2,1,3,6,9,0,0,0,0,0,0,0,High Recency
10562,1946,68,Boomers,Master,Married,66835.0,High,0,0,0,2013-09-28,21,0,620.0,26,195,34,17,122,1014.0,1,6,4,11,2,22,0,0,0,0,0,0,0,Low Recency
10796,1984,30,Milennial,Master,Married,30477.0,Lowest,1,0,1,2014-01-22,16,0,47.0,1,7,0,0,12,67.0,1,1,1,3,6,6,0,0,0,0,0,0,0,Low Recency
2563,1961,53,Gen X,Basic,Married,28249.0,Lowest,0,0,0,2014-06-15,80,0,6.0,9,7,2,14,10,48.0,1,2,0,3,6,6,0,0,0,0,0,0,0,High Recency
3518,1983,31,Milennial,Bachelor,Married,25271.0,Lowest,1,0,1,2012-12-05,45,0,10.0,1,18,10,4,7,50.0,1,1,1,2,8,5,0,0,0,0,0,0,0,High Recency
5823,1970,44,Gen X,PhD,Single,32303.0,Lowest,0,1,1,2014-03-08,63,0,35.0,0,7,0,0,3,45.0,2,1,0,4,5,7,0,0,0,0,0,0,0,High Recency
3934,1966,48,Gen X,Bachelor,Married,61286.0,High,0,1,1,2013-08-02,34,0,356.0,0,107,19,9,117,608.0,2,7,1,8,5,18,0,0,0,0,0,0,0,High Recency
6982,1976,38,Milennial,Bachelor,Married,74068.0,Highest,0,0,0,2013-03-19,14,0,783.0,30,499,120,76,15,1523.0,1,4,7,9,2,21,0,0,0,0,0,0,0,Low Recency
6431,1964,50,Gen X,PhD,Married,45759.0,Low,1,1,2,2013-02-23,13,0,42.0,1,18,3,0,4,68.0,2,2,0,3,7,7,0,0,0,0,0,0,0,Low Recency
9733,1978,36,Milennial,Basic,Married,24882.0,Lowest,1,0,1,2012-09-09,52,0,6.0,4,10,29,0,36,85.0,1,1,1,2,6,5,0,0,1,0,0,0,1,High Recency
5602,1989,25,Milennial,PhD,Married,66973.0,High,0,0,0,2013-05-17,98,0,466.0,22,432,120,89,102,1231.0,1,8,7,11,3,27,0,0,0,0,0,0,0,High Recency
7829,1968,46,Gen X,Master,Divorced,36640.0,Low,1,0,1,2013-09-26,99,1,15.0,6,8,7,4,25,65.0,1,2,1,2,5,6,0,0,0,0,0,0,0,High Recency
1324,1988,26,Milennial,Bachelor,Married,38872.0,Low,1,0,1,2013-05-30,93,0,23.0,3,21,3,19,22,91.0,2,3,0,3,8,8,0,0,0,0,0,0,0,High Recency
326,1973,41,Gen X,Bachelor,Married,51148.0,Low,1,1,2,2013-02-18,38,0,235.0,6,45,8,9,12,315.0,4,5,1,6,6,16,0,0,0,0,0,0,0,High Recency
7224,1977,37,Milennial,Bachelor,Married,31353.0,Lowest,1,1,2,2013-12-29,24,0,10.0,0,10,3,1,7,31.0,2,1,1,2,8,6,0,0,0,0,0,0,0,Low Recency
6999,1980,34,Milennial,Master,Married,69661.0,Highest,0,0,0,2014-05-13,80,0,656.0,16,106,32,16,8,834.0,1,7,3,11,3,22,0,0,0,0,0,0,0,High Recency
9938,1954,60,Boomers,Bachelor,Married,80067.0,Highest,0,0,0,2013-09-19,82,0,519.0,17,499,27,89,51,1202.0,1,4,6,6,2,17,0,0,0,0,1,0,1,High Recency
6422,1954,60,Boomers,Bachelor,Married,86718.0,Highest,0,0,0,2013-01-17,20,0,344.0,83,482,50,33,122,1114.0,1,5,6,5,2,17,0,0,0,0,0,0,0,Low Recency
3182,1973,41,Gen X,PhD,Single,46854.0,Low,1,1,2,2014-03-31,81,0,96.0,1,79,7,1,79,263.0,5,5,1,3,8,14,0,0,1,0,0,1,2,High Recency
7300,1952,62,Boomers,Bachelor,Divorced,69142.0,Highest,0,1,1,2014-06-29,50,0,448.0,4,34,6,4,39,535.0,3,8,1,7,5,19,0,0,0,1,0,0,1,High Recency
10424,1968,46,Gen X,Bachelor,Single,75922.0,Highest,0,0,0,2013-12-09,60,0,265.0,83,499,120,23,92,1082.0,1,4,4,9,2,18,0,0,0,0,0,0,0,High Recency
8727,1978,36,Milennial,Bachelor,Divorced,63693.0,High,0,1,1,2013-10-14,63,0,587.0,43,337,42,87,54,1150.0,3,8,6,9,6,26,0,0,0,0,0,0,0,High Recency
2798,1977,37,Milennial,PhD,Married,102160.0,Highest,0,0,0,2012-11-02,54,0,763.0,29,138,76,89,58,1153.0,1,7,7,10,4,25,1,0,0,1,1,1,4,High Recency
1030,1965,49,Gen X,PhD,Single,40637.0,Low,1,1,2,2013-07-17,72,0,22.0,0,13,0,0,3,38.0,2,1,0,3,7,6,0,0,0,0,0,0,0,High Recency
624,1984,30,Milennial,Master,Single,18890.0,Lowest,0,0,0,2012-11-10,5,0,6.0,4,7,7,2,15,41.0,1,1,1,2,6,5,0,0,1,0,0,1,2,Low Recency
5176,1988,26,Milennial,Bachelor,Married,29604.0,Lowest,1,0,1,2013-12-08,88,0,7.0,6,13,7,6,14,53.0,1,1,0,3,8,5,0,0,1,0,0,0,1,High Recency
5552,1963,51,Gen X,Master,Divorced,48721.0,Low,1,1,2,2013-05-13,50,0,81.0,18,113,47,13,21,293.0,5,4,2,5,6,16,0,0,0,0,0,0,0,High Recency
868,1966,48,Gen X,Bachelor,Married,44794.0,Low,0,1,1,2014-06-08,99,0,54.0,0,7,0,0,4,65.0,1,2,0,3,6,6,0,0,0,0,0,0,0,High Recency
380,1954,60,Boomers,Bachelor,Divorced,64497.0,High,0,1,1,2012-09-10,17,0,822.1000000000001,48,320,42,32,122,1386.1000000000001,5,8,4,9,8,26,0,0,1,0,0,1,2,Low Recency
2677,1956,58,Boomers,Bachelor,Married,46097.0,Low,0,1,1,2013-03-31,11,0,72.0,24,68,65,4,8,241.0,5,3,1,6,4,15,0,0,0,0,0,0,0,Low Recency
6521,1954,60,Boomers,Bachelor,Married,77972.0,Highest,0,0,0,2014-03-18,18,0,613.0,22,319,33,89,12,1088.0,1,4,6,9,2,20,0,0,0,0,0,0,0,Low Recency
6927,1968,46,Gen X,PhD,Married,44377.0,Low,1,1,2,2012-10-05,70,0,224.0,0,30,0,0,10,264.0,5,5,1,5,8,16,0,0,0,0,0,0,0,High Recency
2877,1974,40,Gen X,Master,Married,46014.0,Low,1,1,2,2013-01-21,21,0,410.0,0,59,19,9,44,541.0,5,7,1,8,7,21,0,0,0,0,0,0,0,Low Recency
0,1985,29,Milennial,Bachelor,Married,70951.0,Highest,0,0,0,2013-05-04,66,0,239.0,10,499,120,87,54,1009.0,1,3,4,9,2,17,0,0,0,0,0,0,0,High Recency
1584,1977,37,Milennial,Bachelor,Married,41443.0,Low,1,0,1,2014-04-01,79,0,171.0,7,171,25,19,89,482.0,5,8,1,5,8,19,0,0,0,0,0,0,0,High Recency
7264,1978,36,Milennial,Master,Single,52195.0,High,2,1,3,2014-05-12,2,0,12.0,0,7,0,0,3,22.0,1,1,0,2,8,4,0,0,0,0,0,0,0,Low Recency
6274,1948,66,Boomers,Master,Married,83790.0,Highest,0,0,0,2013-11-15,81,0,822.1000000000001,16,417,42,48,16,1361.1000000000001,1,8,7,6,3,22,0,0,0,1,1,0,2,High Recency
1377,1954,60,Boomers,Master,Widow,44551.0,Low,0,1,1,2013-08-31,24,0,182.0,4,33,0,0,66,285.0,2,4,1,5,7,12,0,0,0,0,0,0,0,Low Recency
454,1980,34,Milennial,Bachelor,Married,69508.0,Highest,1,0,1,2012-11-14,48,0,822.1000000000001,32,162,42,32,43,1133.1000000000001,2,8,4,11,6,25,0,0,0,0,0,0,0,High Recency
1755,1988,26,Milennial,Master,Married,45204.0,Low,1,0,1,2014-04-11,93,0,30.0,11,25,29,1,18,114.0,1,1,1,4,3,7,0,0,0,0,0,0,0,High Recency
2075,1969,45,Gen X,Bachelor,Married,72460.0,Highest,0,0,0,2013-11-14,56,0,377.0,10,499,80,30,10,1006.0,1,3,5,7,2,16,0,0,0,0,0,0,0,High Recency
4785,1970,44,Gen X,PhD,Married,77622.0,Highest,0,2,2,2014-04-14,3,0,520.0,7,154,19,0,14,714.0,2,6,3,11,3,22,0,0,0,0,0,0,0,Low Recency
9076,1980,34,Milennial,PhD,Married,30732.0,Lowest,1,0,1,2013-01-05,44,0,155.0,1,25,0,1,3,185.0,4,4,1,4,8,13,0,0,0,0,0,0,0,High Recency
7079,1962,52,Gen X,Bachelor,Divorced,63887.0,High,0,1,1,2012-09-08,38,0,822.1000000000001,23,207,15,11,92,1170.1000000000001,5,8,6,11,6,30,0,0,0,0,0,0,0,High Recency
4653,1978,36,Milennial,Bachelor,Married,42011.0,Low,1,0,1,2013-03-26,46,0,131.0,0,16,2,1,39,189.0,4,3,1,4,8,12,0,0,0,0,0,0,0,High Recency
7375,1976,38,Milennial,Bachelor,Married,51369.0,High,0,1,1,2012-10-25,84,0,297.0,7,79,0,11,122,516.0,2,8,2,4,8,16,0,0,0,0,0,0,0,High Recency
709,1952,62,Boomers,Bachelor,Divorced,51537.0,High,0,1,1,2012-12-09,27,0,787.0,20,204,0,0,92,1103.0,3,2,2,11,8,18,0,0,0,0,0,0,0,Low Recency
460,1972,42,Gen X,PhD,Married,79930.0,Highest,0,0,0,2012-08-08,72,0,792.0,83,499,67,51,17,1509.0,1,3,5,8,2,17,0,0,0,0,0,0,0,High Recency
3726,1986,28,Milennial,PhD,Married,34320.0,Lowest,1,0,1,2014-02-16,66,0,6.0,1,9,3,0,3,22.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
6798,1966,48,Gen X,Bachelor,Single,37070.0,Low,1,1,2,2013-03-20,30,0,231.0,7,137,4,15,39,433.0,5,5,1,8,7,19,0,0,0,0,0,1,1,Low Recency
5341,1962,52,Gen X,Master,Divorced,81975.0,Highest,0,1,1,2013-01-05,2,0,822.1000000000001,76,184,120,89,27,1318.1000000000001,1,6,3,4,7,14,0,0,0,0,1,0,1,Low Recency
1606,1971,43,Gen X,Bachelor,Married,38590.0,Low,1,0,1,2013-05-15,65,0,6.0,1,8,4,3,3,25.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
9617,1951,63,Boomers,Bachelor,Single,15033.0,Lowest,0,0,0,2014-04-16,37,0,6.0,4,7,6,0,4,27.0,1,1,0,3,3,5,0,0,0,0,0,0,0,High Recency
3233,1965,49,Gen X,PhD,Married,62745.0,High,0,1,1,2013-03-23,89,0,562.0,21,464,28,10,32,1117.0,3,7,7,11,5,28,0,0,0,0,0,0,0,High Recency
89,1975,39,Gen X,Master,Married,22212.0,Lowest,1,0,1,2013-12-09,49,0,6.0,9,20,6,8,21,70.0,2,2,0,4,6,8,0,0,0,0,0,0,0,High Recency
2936,1982,32,Milennial,Master,Married,23661.0,Lowest,1,0,1,2013-12-04,46,0,18.0,0,7,0,0,3,28.0,1,1,0,3,7,5,0,0,0,0,0,0,0,High Recency
9449,1958,56,Boomers,PhD,Single,79761.0,Highest,0,1,1,2013-10-04,32,0,415.0,5,124,15,35,11,605.0,1,5,2,11,3,19,0,0,0,0,0,0,0,High Recency
7297,1973,41,Gen X,Bachelor,Single,7500.0,Lowest,1,0,1,2013-12-26,54,0,6.0,3,10,12,7,20,58.0,4,3,1,3,7,11,0,0,0,0,0,0,0,High Recency
11004,1972,42,Gen X,Master,Single,60182.0,High,0,1,1,2014-05-17,23,0,8.0,0,7,7,0,3,25.0,1,1,0,2,4,4,0,0,0,0,0,0,0,Low Recency
313,1968,46,Gen X,Bachelor,Widow,73455.0,Highest,0,0,0,2013-10-28,98,0,822.1000000000001,61,499,120,89,20,1611.1000000000001,1,6,5,10,3,22,0,0,0,1,0,0,1,High Recency
9940,1958,56,Boomers,Bachelor,Married,64961.0,High,0,1,1,2012-12-23,97,0,382.0,83,276,75,89,38,943.0,2,6,4,4,3,16,0,0,0,0,0,0,0,High Recency
10735,1971,43,Gen X,Bachelor,Single,22804.0,Lowest,1,0,1,2013-07-31,75,0,14.0,1,7,2,1,3,28.0,1,2,0,2,8,5,0,0,0,0,0,0,0,High Recency
9529,1990,24,Milennial,Bachelor,Married,73687.0,Highest,0,0,0,2013-11-28,8,0,559.0,83,499,120,13,122,1396.0,1,3,7,9,2,20,1,0,0,0,0,1,2,Low Recency
6439,1958,56,Boomers,Bachelor,Married,61074.0,High,0,1,1,2012-08-17,37,0,789.0,0,133,0,28,122,1072.0,5,8,5,8,7,26,0,0,0,0,0,0,0,High Recency
7411,1964,50,Gen X,PhD,Married,31686.0,Lowest,1,1,2,2014-06-05,31,0,11.0,0,7,0,0,3,21.0,2,1,0,3,6,6,0,0,0,0,0,0,0,High Recency
2176,1972,42,Gen X,Bachelor,Married,80134.0,Highest,1,0,1,2013-05-20,40,0,822.1000000000001,16,272,104,0,80,1294.1000000000001,2,5,3,6,6,16,1,0,0,1,1,1,4,High Recency
9265,1953,61,Boomers,Bachelor,Married,75027.0,Highest,0,1,1,2013-01-09,74,0,822.1000000000001,64,179,120,12,77,1274.1000000000001,2,8,4,6,5,20,0,0,0,0,0,0,0,High Recency
8867,1988,26,Milennial,PhD,Married,67546.0,High,0,0,0,2012-08-31,90,0,822.1000000000001,83,499,120,38,122,1684.1000000000001,1,4,7,5,3,17,0,0,0,0,0,0,0,High Recency
8932,1969,45,Gen X,Master,Married,65176.0,High,0,1,1,2012-10-29,57,0,822.1000000000001,28,183,120,70,70,1293.1000000000001,4,8,6,6,6,24,0,0,0,0,0,0,0,High Recency
10236,1975,39,Gen X,Master,Single,31160.0,Lowest,1,0,1,2013-09-16,59,0,16.0,3,25,6,1,13,64.0,2,2,0,3,8,7,0,0,0,0,0,0,0,High Recency
6340,1985,29,Milennial,Bachelor,Single,29938.0,Lowest,1,0,1,2013-10-27,52,0,6.0,3,7,0,2,11,29.0,2,1,0,3,6,6,0,0,0,0,0,0,0,High Recency
10089,1974,40,Gen X,Bachelor,Divorced,102692.0,Highest,0,0,0,2013-04-05,5,0,168.0,83,444,32,89,122,938.0,1,6,7,11,2,25,1,1,0,1,1,1,5,Low Recency
2227,1958,56,Boomers,Master,Married,26490.0,Lowest,0,0,0,2012-09-22,92,0,45.0,47,52,21,20,25,210.0,2,3,1,5,6,11,0,0,0,0,0,0,0,High Recency
10992,1967,47,Gen X,Bachelor,Married,75702.0,Highest,1,1,2,2012-08-29,77,0,650.0,28,353,45,42,30,1148.0,5,4,6,11,8,26,0,0,0,0,0,0,0,High Recency
5304,1974,40,Gen X,PhD,Single,30899.0,Lowest,1,0,1,2012-10-13,35,0,24.0,0,8,0,0,3,35.0,2,1,0,3,6,6,0,0,0,0,0,0,0,High Recency
309,1961,53,Gen X,PhD,Married,63342.0,High,0,1,1,2012-10-16,48,0,822.1000000000001,21,118,13,10,21,1005.1000000000001,3,8,3,5,6,19,0,0,0,1,0,0,1,High Recency
3406,1964,50,Gen X,Bachelor,Single,45989.0,Low,0,1,1,2012-10-22,97,0,138.0,33,87,28,24,12,322.0,4,3,2,7,3,16,0,0,0,0,0,0,0,High Recency
2661,1964,50,Gen X,Bachelor,Single,18701.0,Lowest,1,1,2,2013-06-04,95,0,12.0,4,7,10,6,10,49.0,4,2,0,4,5,10,0,0,0,0,0,0,0,High Recency
3153,1957,57,Boomers,PhD,Single,40737.0,Low,2,1,3,2013-12-08,24,0,11.0,0,7,0,0,3,21.0,1,1,0,2,8,4,0,0,0,0,0,0,0,Low Recency
10264,1979,35,Milennial,Bachelor,Divorced,15287.0,Lowest,1,0,1,2012-10-10,60,0,6.0,2,8,4,3,13,36.0,2,1,1,2,7,6,0,0,1,0,0,1,2,High Recency
1184,1968,46,Gen X,PhD,Divorced,69674.0,Highest,0,2,2,2013-05-22,46,0,554.0,41,215,11,0,24,845.0,3,8,2,10,5,23,0,0,0,0,0,0,0,High Recency
4200,1970,44,Gen X,Master,Married,44159.0,Low,1,0,1,2014-06-17,85,0,167.0,2,62,24,13,7,275.0,4,4,1,6,5,15,0,0,0,0,0,0,0,High Recency
9396,1978,36,Milennial,PhD,Married,37717.0,Low,1,0,1,2012-11-23,31,0,9.0,0,7,4,1,5,26.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
2387,1952,62,Boomers,Master,Married,43776.0,Low,1,1,2,2013-02-03,9,0,177.0,2,71,3,2,20,275.0,5,5,2,4,8,16,0,0,0,0,0,1,1,Low Recency
6690,1966,48,Gen X,Master,Married,38179.0,Low,1,1,2,2013-03-14,30,0,38.0,4,22,4,2,20,90.0,4,3,1,3,7,11,0,0,0,0,0,0,0,Low Recency
1225,1963,51,Gen X,Bachelor,Married,80124.0,Highest,0,0,0,2014-06-26,47,0,483.0,83,398,120,84,122,1290.0,1,3,7,8,2,19,0,0,1,0,0,0,1,High Recency
9703,1970,44,Gen X,PhD,Married,38097.0,Low,1,1,2,2012-10-15,70,0,77.0,2,35,0,1,69,184.0,4,3,2,2,7,11,0,0,1,0,0,1,2,High Recency
291,1970,44,Gen X,Bachelor,Married,72940.0,Highest,0,0,0,2013-06-19,13,0,182.0,74,298,120,89,116,879.0,1,3,3,6,2,13,0,0,0,0,0,0,0,Low Recency
4557,1970,44,Gen X,Bachelor,Married,22070.0,Lowest,1,0,1,2013-10-04,11,0,10.0,7,19,8,2,21,67.0,2,2,2,2,6,8,0,0,0,0,0,0,0,Low Recency
2379,1953,61,Boomers,Bachelor,Single,69267.0,Highest,0,0,0,2012-09-22,31,0,778.0,44,499,95,73,122,1611.0,2,3,4,5,7,14,0,0,0,0,0,1,1,High Recency
5726,1983,31,Milennial,Master,Single,31788.0,Lowest,1,0,1,2014-03-20,15,1,16.0,7,23,0,8,6,60.0,3,3,0,4,5,10,0,0,0,0,0,0,0,Low Recency
3066,1975,39,Gen X,PhD,Married,61905.0,High,0,1,1,2014-02-04,2,0,167.0,0,43,6,2,13,231.0,2,4,2,4,5,12,0,0,0,0,0,0,0,Low Recency
6336,1960,54,Gen X,Bachelor,Married,29315.0,Lowest,1,1,2,2014-04-06,55,0,13.0,2,14,8,7,4,48.0,4,2,0,4,6,10,0,0,0,0,0,0,0,High Recency
10967,1963,51,Gen X,Bachelor,Divorced,33378.0,Lowest,1,1,2,2013-02-06,38,0,33.0,6,40,3,7,10,99.0,3,2,0,4,7,9,0,0,0,0,0,0,0,High Recency
2304,1963,51,Gen X,PhD,Married,66313.0,High,0,1,1,2013-09-16,86,0,625.0,7,99,10,22,7,770.0,2,6,3,11,4,22,0,0,0,0,0,0,0,High Recency
3445,1956,58,Boomers,Bachelor,Single,60714.0,High,0,0,0,2013-01-17,56,0,216.0,83,224,101,89,122,835.0,2,7,4,10,5,23,0,0,0,0,0,1,1,High Recency
7828,1981,33,Milennial,Master,Married,77882.0,Highest,0,0,0,2014-04-30,29,0,68.0,83,396,120,22,15,704.0,1,3,3,5,2,12,0,0,0,0,0,0,0,Low Recency
3762,1986,28,Milennial,PhD,Single,69867.0,Highest,0,0,0,2013-04-02,30,0,196.0,0,499,33,89,54,871.0,1,3,5,8,2,17,1,0,0,0,0,1,2,Low Recency
4391,1968,46,Gen X,Master,Divorced,63841.0,High,0,1,1,2013-04-21,64,0,635.0,15,100,20,7,122,899.0,1,8,3,9,6,21,0,0,0,0,0,0,0,High Recency
